   ,1,OCCUR_TIME,CONTENT,STATUS,BAY_ID,CONFIRM_STATUS,CUSTOMIZED_GROUP,FAC_ID,MARK_LABEL,RESP_AREA,YC_ID
25,1,2016/7/1 6:57,"2016年07月01日06时57分00秒       眉山.黑龙站 10kV.母线 线电压幅值(ab) 越正常上限,限值:10.700 10.713",2,212000704,2,2,210000031,0,3,2.3E+12
26,1,2016/7/1 6:58,2016年07月01日06时58分25秒       眉山.黑龙站 10kV.母线 线电压幅值(ab) 正常 10.689,1,212000704,2,2,210000031,0,3,2.3E+12
27,1,2016/7/1 7:04,"2016年07月01日07时04分10秒       眉山.五里山站 10kV.Ⅱ母线 线电压幅值(ab) 越正常上限,限值:10.700 10.726",2,212000682,2,2,210000030,0,1,2.3E+12
28,1,2016/7/1 7:04,2016年07月01日07时04分25秒       眉山.五里山站 10kV.Ⅱ母线 线电压幅值(ab) 正常 10.591,1,212000682,2,2,210000030,0,1,2.3E+12
29,1,2016/7/1 7:13,"2016年07月01日07时13分15秒       眉山.黑龙站 10kV.母线 线电压幅值(ab) 越正常上限,限值:10.700 10.718",2,212000704,2,2,210000031,0,3,2.3E+12
30,1,2016/7/1 7:13,2016年07月01日07时13分30秒       眉山.黑龙站 10kV.母线 线电压幅值(ab) 正常 10.411,1,212000704,2,2,210000031,0,3,2.3E+12
31,1,2016/7/1 7:23,"2016年07月01日07时23分40秒       眉山.杨柳站 10kV.Ⅰ母线 线电压幅值(ab) 越正常上限,限值:10.700 10.710",2,212000404,4,2,210000233,0,8,2.3E+12
32,1,2016/7/1 7:24,2016年07月01日07时24分40秒       眉山.杨柳站 10kV.Ⅰ母线 线电压幅值(ab) 正常 10.700,1,212000404,4,2,210000233,0,8,2.3E+12
33,1,2016/7/1 7:25,"2016年07月01日07时25分35秒       眉山.杨柳站 10kV.Ⅰ母线 线电压幅值(ab) 越正常上限,限值:10.700 10.720",2,212000404,4,2,210000233,0,8,2.3E+12
34,1,2016/7/1 7:27,2016年07月01日07时27分05秒       眉山.杨柳站 10kV.Ⅰ母线 线电压幅值(ab) 正常 10.660,1,212000404,4,2,210000233,0,8,2.3E+12
35,1,2016/7/1 7:41,"2016年07月01日07时41分55秒       眉山.城南开闭所 10kV.Ⅰ母线 线电压幅值(ab) 越正常下限,限值:10.000  9.997",3,212000788,2,2,210000287,0,1,2.3E+12
36,1,2016/7/1 7:51,"2016年07月01日07时51分45秒       四川.平春站 10kV.Ⅲ母线 线电压幅值(ab) 越正常下限,限值:10.100 10.092",3,212001709,2,2,210000002,0,6,2.3E+12
37,1,2016/7/1 7:51,2016年07月01日07时51分55秒       四川.平春站 10kV.Ⅲ母线 线电压幅值(ab) 正常 10.109,1,212001709,2,2,210000002,0,6,2.3E+12
38,1,2016/7/1 7:52,2016年07月01日07时52分30秒       眉山.城南开闭所 10kV.Ⅰ母线 线电压幅值(ab) 正常 10.155,1,212000788,2,2,210000287,0,1,2.3E+12
39,1,2016/7/1 8:17,"2016年07月01日08时17分50秒       眉山.东馆站 10kV.Ⅱ母线 线电压幅值(ab) 越正常上限,限值:10.700 10.718",2,212000931,2,2,210000006,0,6,2.3E+12
40,1,2016/7/1 8:19,2016年07月01日08时19分25秒       眉山.东馆站 10kV.Ⅱ母线 线电压幅值(ab) 正常 10.525,1,212000931,2,2,210000006,0,6,2.3E+12
41,1,2016/7/1 9:30,"2016年07月01日09时30分45秒       眉山.大石桥站 10kV.Ⅰ母线 线电压幅值(ab) 越正常下限,限值:10.100 10.015",3,212000900,2,2,210000007,0,6,2.3E+12
42,1,2016/7/1 9:30,2016年07月01日09时30分50秒       眉山.大石桥站 10kV.Ⅰ母线 线电压幅值(ab) 正常 10.150,1,212000900,2,2,210000007,0,6,2.3E+12
43,1,2016/7/1 10:11,"2016年07月01日10时11分05秒       眉山.城南开闭所 10kV.Ⅰ母线 线电压幅值(ab) 越正常下限,限值:10.000  9.991",3,212000788,2,2,210000287,0,1,2.3E+12
44,1,2016/7/1 10:12,2016年07月01日10时12分10秒       眉山.城南开闭所 10kV.Ⅰ母线 线电压幅值(ab) 正常 10.003,1,212000788,2,2,210000287,0,1,2.3E+12
45,1,2016/7/1 10:14,"2016年07月01日10时14分50秒       眉山.城南开闭所 10kV.Ⅰ母线 线电压幅值(ab) 越正常下限,限值:10.000  9.985",3,212000788,2,2,210000287,0,1,2.3E+12
46,1,2016/7/1 10:17,"2016年07月01日10时17分25秒       眉山.丹棱站 10kV.板工Ⅱ回944负荷944 电流值 越正常上限,限值:470.000 478.001",2,212001968,2,2,210000018,0,6,2.70001E+12
47,1,2016/7/1 10:17,2016年07月01日10时17分50秒       眉山.丹棱站 10kV.板工Ⅱ回944负荷944 电流值 正常 463.228,1,212001968,2,2,210000018,0,6,2.70001E+12
48,1,2016/7/1 10:18,"2016年07月01日10时18分15秒       眉山.丹棱站 10kV.板工Ⅱ回944负荷944 电流值 越正常上限,限值:470.000 478.001",2,212001968,2,2,210000018,0,6,2.70001E+12
49,1,2016/7/1 10:18,2016年07月01日10时18分25秒       眉山.城南开闭所 10kV.Ⅰ母线 线电压幅值(ab) 正常 10.003,1,212000788,2,2,210000287,0,1,2.3E+12
50,1,2016/7/1 10:18,2016年07月01日10时18分35秒       眉山.丹棱站 10kV.板工Ⅱ回944负荷944 电流值 正常 469.911,1,212001968,2,2,210000018,0,6,2.70001E+12
51,1,2016/7/1 10:19,"2016年07月01日10时19分25秒       眉山.丹棱站 10kV.板工Ⅱ回944负荷944 电流值 越正常上限,限值:470.000 488.201",2,212001968,2,2,210000018,0,6,2.70001E+12
52,1,2016/7/1 10:21,2016年07月01日10时21分05秒       眉山.丹棱站 10kV.板工Ⅱ回944负荷944 电流值 正常 468.153,1,212001968,2,2,210000018,0,6,2.70001E+12
53,1,2016/7/1 10:21,"2016年07月01日10时21分20秒       眉山.中隆站  合母电压 实测值 越正常下限,限值:230.000 229.000",3,0,4,2,210000280,0,16,3.07002E+12
54,1,2016/7/1 10:43,"2016年07月01日10时43分20秒       眉山.城南开闭所 10kV.Ⅰ母线 线电压幅值(ab) 越正常下限,限值:10.000  9.980",3,212000788,2,2,210000287,0,1,2.3E+12
55,1,2016/7/1 10:48,"2016年07月01日10时48分25秒       眉山.丹棱站 10kV.板工Ⅱ回944负荷944 电流值 越正常上限,限值:470.000 476.946",2,212001968,2,2,210000018,0,6,2.70001E+12
56,1,2016/7/1 10:48,2016年07月01日10时48分45秒       眉山.丹棱站 10kV.板工Ⅱ回944负荷944 电流值 正常 456.897,1,212001968,2,2,210000018,0,6,2.70001E+12
57,1,2016/7/1 10:57,"2016年07月01日10时57分00秒       眉山.公司配电室 10kV.Ⅰ母线 线电压幅值(ab) 越正常下限,限值:10.000  9.985",3,212000747,2,2,210000207,0,1,2.3E+12
58,1,2016/7/1 11:08,2016年07月01日11时08分35秒       眉山.公司配电室 10kV.Ⅰ母线 线电压幅值(ab) 正常 10.003,1,212000747,2,2,210000207,0,1,2.3E+12
59,1,2016/7/1 11:12,"2016年07月01日11时12分50秒       眉山.公司配电室 10kV.Ⅰ母线 线电压幅值(ab) 越正常下限,限值:10.000  9.997",3,212000747,2,2,210000207,0,1,2.3E+12
60,1,2016/7/1 11:31,"2016年07月01日11时31分30秒       眉山.丹棱站 10kV.板工Ⅱ回944负荷944 电流值 越正常上限,限值:470.000 476.242",2,212001968,2,2,210000018,0,6,2.70001E+12
61,1,2016/7/1 11:31,2016年07月01日11时31分55秒       眉山.丹棱站 10kV.板工Ⅱ回944负荷944 电流值 正常 468.153,1,212001968,2,2,210000018,0,6,2.70001E+12
62,1,2016/7/1 11:38,"2016年07月01日11时38分25秒       眉山.科工园站 10kV.Ⅱ母线 线电压幅值(ab) 越正常上限,限值:10.600 10.602",2,212000935,2,2,210000055,0,6,2.3E+12
63,1,2016/7/1 11:38,2016年07月01日11时38分30秒       眉山.科工园站 10kV.Ⅱ母线 线电压幅值(ab) 正常 10.591,1,212000935,2,2,210000055,0,6,2.3E+12
64,1,2016/7/1 11:43,"2016年07月01日11时43分10秒       四川.平春站 10kV.Ⅳ母线 线电压幅值(ab) 越正常下限,限值:10.100 10.098",3,212001708,2,2,210000002,0,6,2.3E+12
65,1,2016/7/1 11:43,2016年07月01日11时43分20秒       四川.平春站 10kV.Ⅳ母线 线电压幅值(ab) 正常 10.104,1,212001708,2,2,210000002,0,6,2.3E+12
66,1,2016/7/1 11:45,2016年07月01日11时45分00秒       眉山.公司配电室 10kV.Ⅰ母线 线电压幅值(ab) 正常 10.009,1,212000747,2,2,210000207,0,1,2.3E+12
67,1,2016/7/1 11:45,2016年07月01日11时45分25秒       眉山.城南开闭所 10kV.Ⅰ母线 线电压幅值(ab) 正常 10.015,1,212000788,2,2,210000287,0,1,2.3E+12
68,1,2016/7/1 11:48,"2016年07月01日11时48分05秒       眉山.城南开闭所 10kV.Ⅰ母线 线电压幅值(ab) 越正常下限,限值:10.000  9.968",3,212000788,2,2,210000287,0,1,2.3E+12
69,1,2016/7/1 11:48,"2016年07月01日11时48分10秒       眉山.公司配电室 10kV.Ⅰ母线 线电压幅值(ab) 越正常下限,限值:10.000  9.980",3,212000747,2,2,210000207,0,1,2.3E+12
70,1,2016/7/1 11:53,2016年07月01日11时53分45秒       眉山.城南开闭所 10kV.Ⅰ母线 线电压幅值(ab) 正常 10.015,1,212000788,2,2,210000287,0,1,2.3E+12
71,1,2016/7/1 11:54,2016年07月01日11时54分30秒       眉山.公司配电室 10kV.Ⅰ母线 线电压幅值(ab) 正常 10.009,1,212000747,2,2,210000207,0,1,2.3E+12
72,1,2016/7/1 12:03,"2016年07月01日12时03分05秒       眉山.公司配电室 10kV.Ⅰ母线 线电压幅值(ab) 越正常下限,限值:10.000  9.985",3,212000747,2,2,210000207,0,1,2.3E+12
73,1,2016/7/1 12:36,"2016年07月01日12时36分05秒       眉山.青竹站 35kV.Ⅰ母线 A相电压幅值 越事故下限,限值:16.000  0.210",5,212001646,2,2,210000265,0,6,2.3E+12
74,1,2016/7/1 12:36,"2016年07月01日12时36分05秒       眉山.青竹站 35kV.Ⅰ母线 线电压幅值(ab) 越正常下限,限值:34.500 20.586",3,212001646,2,2,210000265,0,6,2.3E+12
75,1,2016/7/1 12:38,"2016年07月01日12时38分50秒       眉山.城南开闭所 10kV.Ⅰ母线 线电压幅值(ab) 越正常下限,限值:10.000  9.997",3,212000788,2,2,210000287,0,1,2.3E+12
76,1,2016/7/1 12:40,2016年07月01日12时40分35秒       眉山.城南开闭所 10kV.Ⅰ母线 线电压幅值(ab) 正常 10.009,1,212000788,2,2,210000287,0,1,2.3E+12
77,1,2016/7/1 12:57,2016年07月01日12时57分45秒       眉山.中隆站  合母电压 实测值 正常 230.000,1,0,4,2,210000280,0,16,3.07002E+12
78,1,2016/7/1 13:04,"2016年07月01日13时04分45秒       眉山.青竹站 35kV.Ⅰ母线 C相电压幅值 越事故上限,限值:24.000 39.774",4,212001646,4,2,210000265,0,6,2.3E+12
79,1,2016/7/1 13:04,"2016年07月01日13时04分50秒       眉山.青竹站 35kV.Ⅰ母线 B相电压幅值 越事故上限,限值:24.000 36.029",4,212001646,4,2,210000265,0,6,2.3E+12
80,1,2016/7/1 13:04,"2016年07月01日13时04分55秒       眉山.青竹站 35kV.Ⅱ母线 A相电压幅值 越事故上限,限值:24.000 31.164",4,212001647,4,2,210000265,0,6,2.3E+12
81,1,2016/7/1 13:04,"2016年07月01日13时04分55秒       眉山.青竹站 35kV.Ⅱ母线 B相电压幅值 越事故上限,限值:24.000 36.551",4,212001647,4,2,210000265,0,6,2.3E+12
82,1,2016/7/1 13:04,"2016年07月01日13时04分55秒       眉山.青竹站 35kV.Ⅱ母线 线电压幅值(ab) 越正常下限,限值:34.500 32.892",3,212001647,4,2,210000265,0,6,2.3E+12
83,1,2016/7/1 13:05,"2016年07月01日13时05分20秒       眉山.青竹站 35kV.Ⅱ母线 C相电压幅值 越事故上限,限值:24.000 34.416",4,212001647,4,2,210000265,0,6,2.3E+12
84,1,2016/7/1 13:05,"2016年07月01日13时05分35秒       眉山.大石桥站 10kV.Ⅰ母线 线电压幅值(ab) 越正常下限,限值:10.100 10.085",3,212000900,2,2,210000007,0,6,2.3E+12
85,1,2016/7/1 13:05,2016年07月01日13时05分45秒       眉山.大石桥站 10kV.Ⅰ母线 线电压幅值(ab) 正常 10.214,1,212000900,2,2,210000007,0,6,2.3E+12
86,1,2016/7/1 13:05,2016年07月01日13时05分45秒       眉山.青竹站 35kV.Ⅰ母线 线电压幅值(ab) 正常 35.265,1,212001646,4,2,210000265,0,6,2.3E+12
87,1,2016/7/1 13:05,"2016年07月01日13时05分55秒       眉山.青竹站 35kV.Ⅰ母线 线电压幅值(ab) 越正常下限,限值:34.500 27.964",3,212001646,4,2,210000265,0,6,2.3E+12
88,1,2016/7/1 13:06,"2016年07月01日13时06分00秒       眉山.城南开闭所 10kV.Ⅰ母线 线电压幅值(ab) 越正常下限,限值:10.000  9.991",3,212000788,2,2,210000287,0,1,2.3E+12
89,1,2016/7/1 13:06,2016年07月01日13时06分25秒       眉山.青竹站 35kV.Ⅱ母线 A相电压幅值 正常 18.732,1,212001647,4,2,210000265,0,6,2.3E+12
90,1,2016/7/1 13:06,"2016年07月01日13时06分50秒       眉山.青竹站 35kV.Ⅱ母线 A相电压幅值 越事故上限,限值:24.000 36.876",4,212001647,2,2,210000265,0,6,2.3E+12
91,1,2016/7/1 13:07,2016年07月01日13时07分40秒       眉山.青竹站 35kV.Ⅱ母线 线电压幅值(ab) 正常 34.827,1,212001647,2,2,210000265,0,6,2.3E+12
92,1,2016/7/1 13:08,"2016年07月01日13时08分00秒       眉山.青竹站 35kV.Ⅱ母线 线电压幅值(ab) 越正常下限,限值:34.500 33.854",3,212001647,2,2,210000265,0,6,2.3E+12
93,1,2016/7/1 13:08,2016年07月01日13时08分20秒       眉山.青竹站 35kV.Ⅱ母线 线电压幅值(ab) 正常 35.870,1,212001647,2,2,210000265,0,6,2.3E+12
94,1,2016/7/1 13:08,2016年07月01日13时08分55秒       眉山.青竹站 35kV.Ⅰ母线 B相电压幅值 正常 21.144,1,212001646,2,2,210000265,0,6,2.3E+12
95,1,2016/7/1 13:08,2016年07月01日13时08分55秒       眉山.青竹站 35kV.Ⅰ母线 C相电压幅值 正常 21.000,1,212001646,2,2,210000265,0,6,2.3E+12
96,1,2016/7/1 13:08,2016年07月01日13时08分55秒       眉山.青竹站 35kV.Ⅱ母线 A相电压幅值 正常 21.130,1,212001647,2,2,210000265,0,6,2.3E+12
97,1,2016/7/1 13:08,2016年07月01日13时08分55秒       眉山.青竹站 35kV.Ⅱ母线 B相电压幅值 正常 21.151,1,212001647,2,2,210000265,0,6,2.3E+12
98,1,2016/7/1 13:08,2016年07月01日13时08分55秒       眉山.青竹站 35kV.Ⅱ母线 C相电压幅值 正常 20.773,1,212001647,2,2,210000265,0,6,2.3E+12
99,1,2016/7/1 13:09,"2016年07月01日13时09分40秒       眉山.青竹站 35kV.Ⅰ母线 B相电压幅值 越事故下限,限值:16.000  0.249",5,212001646,2,2,210000265,0,6,2.3E+12
100,1,2016/7/1 13:09,"2016年07月01日13时09分40秒       眉山.青竹站 35kV.Ⅰ母线 C相电压幅值 越事故下限,限值:16.000  0.091",5,212001646,2,2,210000265,0,6,2.3E+12
101,1,2016/7/1 13:10,"2016年07月01日13时10分15秒       眉山.青竹站 35kV.Ⅰ母线 线电压幅值(ab) 越第四下限,限值: 0.500 -0.380",9,212001646,2,2,210000265,0,6,2.3E+12
102,1,2016/7/1 13:13,"2016年07月01日13时13分50秒       眉山.青竹站 35kV.Ⅰ母线 线电压幅值(ab) 越正常下限,限值:34.500 -0.600",3,212001646,4,2,210000265,0,6,2.3E+12
103,1,2016/7/1 13:19,2016年07月01日13时19分00秒       眉山.城南开闭所 10kV.Ⅰ母线 线电压幅值(ab) 正常 10.003,1,212000788,2,2,210000287,0,1,2.3E+12
104,1,2016/7/1 13:24,"2016年07月01日13时24分10秒       眉山.城南开闭所 10kV.Ⅰ母线 线电压幅值(ab) 越正常下限,限值:10.000  9.985",3,212000788,2,2,210000287,0,1,2.3E+12
105,1,2016/7/1 13:25,2016年07月01日13时25分15秒       眉山.城南开闭所 10kV.Ⅰ母线 线电压幅值(ab) 正常 10.009,1,212000788,2,2,210000287,0,1,2.3E+12
106,1,2016/7/1 13:35,"2016年07月01日13时35分55秒       眉山.城南开闭所 10kV.Ⅰ母线 线电压幅值(ab) 越正常下限,限值:10.000  9.991",3,212000788,2,2,210000287,0,1,2.3E+12
107,1,2016/7/1 13:37,2016年07月01日13时37分10秒       眉山.城南开闭所 10kV.Ⅰ母线 线电压幅值(ab) 正常 10.038,1,212000788,2,2,210000287,0,1,2.3E+12
108,1,2016/7/1 13:41,2016年07月01日13时41分00秒       眉山.青竹站 35kV.Ⅰ母线 A相电压幅值 正常 21.049,1,212001646,4,2,210000265,0,6,2.3E+12
109,1,2016/7/1 13:41,2016年07月01日13时41分00秒       眉山.青竹站 35kV.Ⅰ母线 B相电压幅值 正常 21.028,1,212001646,4,2,210000265,0,6,2.3E+12
110,1,2016/7/1 13:41,2016年07月01日13时41分00秒       眉山.青竹站 35kV.Ⅰ母线 线电压幅值(ab) 正常 35.650,1,212001646,4,2,210000265,0,6,2.3E+12
111,1,2016/7/1 13:41,2016年07月01日13时41分35秒       眉山.青竹站 35kV.Ⅰ母线 C相电压幅值 正常 20.559,1,212001646,4,2,210000265,0,6,2.3E+12
112,1,2016/7/1 13:42,"2016年07月01日13时42分45秒       眉山.城南开闭所 10kV.Ⅰ母线 线电压幅值(ab) 越正常下限,限值:10.000  9.991",3,212000788,2,2,210000287,0,1,2.3E+12
113,1,2016/7/1 13:49,2016年07月01日13时49分00秒       眉山.城南开闭所 10kV.Ⅰ母线 线电压幅值(ab) 正常 10.009,1,212000788,2,2,210000287,0,1,2.3E+12
114,1,2016/7/1 13:50,"2016年07月01日13时50分45秒       眉山.城南开闭所 10kV.Ⅰ母线 线电压幅值(ab) 越正常下限,限值:10.000  9.985",3,212000788,2,2,210000287,0,1,2.3E+12
115,1,2016/7/1 13:52,2016年07月01日13时52分25秒       眉山.城南开闭所 10kV.Ⅰ母线 线电压幅值(ab) 正常 10.021,1,212000788,2,2,210000287,0,1,2.3E+12
116,1,2016/7/1 13:56,"2016年07月01日13时56分10秒       眉山.城南开闭所 10kV.Ⅰ母线 线电压幅值(ab) 越正常下限,限值:10.000  9.997",3,212000788,2,2,210000287,0,1,2.3E+12
117,1,2016/7/1 13:57,"2016年07月01日13时57分35秒       眉山.丹棱站 10kV.板工Ⅱ回944负荷944 电流值 越正常上限,限值:470.000 478.353",2,212001968,2,2,210000018,0,6,2.70001E+12
118,1,2016/7/1 13:58,2016年07月01日13时58分20秒       眉山.丹棱站 10kV.板工Ⅱ回944负荷944 电流值 正常 467.801,1,212001968,2,2,210000018,0,6,2.70001E+12
119,1,2016/7/1 14:01,"2016年07月01日14时01分35秒       眉山.丹棱站 10kV.板工Ⅱ回944负荷944 电流值 越正常上限,限值:470.000 477.649",2,212001968,2,2,210000018,0,6,2.70001E+12
120,1,2016/7/1 14:02,2016年07月01日14时02分05秒       眉山.丹棱站 10kV.板工Ⅱ回944负荷944 电流值 正常 437.200,1,212001968,2,2,210000018,0,6,2.70001E+12
121,1,2016/7/1 14:05,"2016年07月01日14时05分15秒       眉山.丹棱站 10kV.板工Ⅱ回944负荷944 电流值 越正常上限,限值:470.000 481.518",2,212001968,2,2,210000018,0,6,2.70001E+12
122,1,2016/7/1 14:05,2016年07月01日14时05分35秒       眉山.丹棱站 10kV.板工Ⅱ回944负荷944 电流值 正常 468.153,1,212001968,2,2,210000018,0,6,2.70001E+12
123,1,2016/7/1 14:09,"2016年07月01日14时09分15秒       眉山.丹棱站 10kV.板工Ⅱ回944负荷944 电流值 越正常上限,限值:470.000 476.242",2,212001968,2,2,210000018,0,6,2.70001E+12
124,1,2016/7/1 14:09,2016年07月01日14时09分40秒       眉山.丹棱站 10kV.板工Ⅱ回944负荷944 电流值 正常 435.090,1,212001968,2,2,210000018,0,6,2.70001E+12
125,1,2016/7/1 14:27,"2016年07月01日14时27分40秒       眉山.丹棱站 10kV.板工Ⅱ回944负荷944 电流值 越正常上限,限值:470.000 473.780",2,212001968,2,2,210000018,0,6,2.70001E+12
126,1,2016/7/1 14:28,2016年07月01日14时28分05秒       眉山.丹棱站 10kV.板工Ⅱ回944负荷944 电流值 正常 461.118,1,212001968,2,2,210000018,0,6,2.70001E+12
127,1,2016/7/1 15:04,"2016年07月01日15时04分40秒       眉山.西龙开闭所 10kV.母线 线电压幅值(ab) 越正常下限,限值:10.000  9.983",3,212002635,2,2,210000358,0,128,2.30001E+12
128,1,2016/7/1 15:04,2016年07月01日15时04分45秒       眉山.西龙开闭所 10kV.母线 线电压幅值(ab) 正常 10.030,1,212002635,2,2,210000358,0,128,2.30001E+12
129,1,2016/7/1 15:04,"2016年07月01日15时04分55秒       眉山.西龙开闭所 10kV.母线 线电压幅值(ab) 越正常下限,限值:10.000  9.995",3,212002635,2,2,210000358,0,128,2.30001E+12
130,1,2016/7/1 15:05,2016年07月01日15时05分05秒       眉山.西龙开闭所 10kV.母线 线电压幅值(ab) 正常 10.047,1,212002635,2,2,210000358,0,128,2.30001E+12
131,1,2016/7/1 15:05,"2016年07月01日15时05分15秒       眉山.西龙开闭所 10kV.母线 线电压幅值(ab) 越正常下限,限值:10.000  9.983",3,212002635,2,2,210000358,0,128,2.30001E+12
132,1,2016/7/1 15:05,2016年07月01日15时05分20秒       眉山.西龙开闭所 10kV.母线 线电压幅值(ab) 正常 10.001,1,212002635,2,2,210000358,0,128,2.30001E+12
133,1,2016/7/1 15:06,"2016年07月01日15时06分50秒       眉山.西龙开闭所 10kV.母线 线电压幅值(ab) 越正常下限,限值:10.000  9.983",3,212002635,2,2,210000358,0,128,2.30001E+12
134,1,2016/7/1 15:07,2016年07月01日15时07分00秒       眉山.西龙开闭所 10kV.母线 线电压幅值(ab) 正常 10.024,1,212002635,2,2,210000358,0,128,2.30001E+12
135,1,2016/7/1 16:35,"2016年07月01日16时35分00秒       眉山.大石桥站 10kV.Ⅰ母线 线电压幅值(ab) 越正常下限,限值:10.100 10.015",3,212000900,2,2,210000007,0,6,2.3E+12
136,1,2016/7/1 16:35,2016年07月01日16时35分10秒       眉山.大石桥站 10kV.Ⅰ母线 线电压幅值(ab) 正常 10.196,1,212000900,2,2,210000007,0,6,2.3E+12
137,1,2016/7/1 17:02,2016年07月01日17时02分25秒       眉山.城南开闭所 10kV.Ⅰ母线 线电压幅值(ab) 正常 10.015,1,212000788,2,2,210000287,0,1,2.3E+12
138,1,2016/7/1 17:11,"2016年07月01日17时11分50秒       眉山.城南开闭所 10kV.Ⅰ母线 线电压幅值(ab) 越正常下限,限值:10.000  9.991",3,212000788,2,2,210000287,0,1,2.3E+12
